Date,Gas
20160825,4.754406865
20160826,6.041789167
20160827,4.221616355
20160828,5.817327448
20160829,4.361283518
20160830,5.641792643
20160831,3.786485835
20160901,8.905318547
20160902,7.577949629
20160903,7.796719924
20160904,5.302561432
20160905,7.966910774
20160906,8.738787363
20160907,6.128839171
20160908,7.290813181
20160909,7.023853996
20160910,6.307677481
20160911,7.293205472
20160912,6.319673665
20160913,6.900050033
20160914,6.460811234
20160915,8.321636483
20160916,8.908113785
20160917,8.139144477
20160918,7.123028274
20160919,8.76911927
20160920,5.66752261
20160921,6.58462237
20160922,6.06950827
20160923,8.889330121
20160924,6.688319965
20160925,6.543293314
20160926,7.618027112
20160927,6.010872601
20160928,5.568666273
20160929,6.864670943
20160930,7.381285367
20161001,14.31968262
20161002,10.7694276
20161003,13.07816616
20161004,11.78360672
20161005,9.466009076
20161006,9.067476145
20161007,10.95546386
20161008,12.28667571
20161009,12.31659819
20161010,12.43851672
20161011,12.04028223
20161012,12.30023785
20161013,8.026812547
20161014,11.1343426
20161015,8.40589966
20161016,11.13760582
20161017,10.68675195
20161018,10.55917857
20161019,127.1871079
20161020,13.04832257
20161021,9.736258562
20161022,7.815598207
20161023,12.24799473
20161024,7.398938728
20161025,9.510613168
20161026,9.007180409
20161027,10.2081096
20161028,10.74554506
20161029,11.6744355
20161030,9.735468376
20161031,12.5692634
20161101,11.96775465
20161102,11.66315839
20161103,13.81289846
20161104,12.09614655
20161105,14.01702953
20161106,12.31010489
20161107,11.22495545
20161108,12.17733332
20161109,10.31462739
20161110,13.14384337
20161111,10.59465577
20161112,12.40918095
20161113,9.864696707
20161114,12.34381761
20161115,11.03473372
20161116,10.98238312
20161117,11.22087147
20161118,12.18298326
20161119,11.35051405
20161120,12.19315276
20161121,12.99268495
20161122,12.45968878
20161123,12.98498499
20161124,12.57828251
20161125,13.14874816
20161126,11.99654638
20161127,14.05332294
20161128,11.08460535
20161129,12.78616975
20161130,12.48823575
20161201,9.911506749
20161202,9.776591612
20161203,8.295186931
20161204,10.00125155
20161205,10.74844995
20161206,10.39807781
20161207,10.98302009
20161208,11.43899414
20161209,9.188790445
20161210,10.36619726
20161211,89.64716921
20161212,10.42438664
20161213,9.688195013
20161214,10.39274779
20161215,10.24708955
20161216,10.38298648
20161217,9.519351141
20161218,9.22726313
20161219,9.943348143
20161220,9.949935119
20161221,8.866997942
20161222,9.265873838
20161223,8.874023747
20161224,10.75292848
20161225,11.07917801
20161226,9.896488799
20161227,9.516218029
20161228,10.85133845
20161229,11.67090215
20161230,11.0819487
20161231,10.59593503
