Date,Electricity,Gas,,qef
20160910,7.346483439,7.198355398,,
20160911,65.13323344,23.80312498,,
20160912,6.508404487,50.34091008,,
20160913,5.797873947,7.069924284,,
20160914,6.706353922,43.59419465,,
20160915,6.357716611,6.201575204,,
20160916,7.23353809,6.562071963,,
20160917,6.361346553,7.20220302,,
20160918,7.616797772,72.66362194,,
20160919,7.44541507,7.645417413,,
20160920,7.101881602,48.93611641,,
20160921,45.15032992,6.672992265,,
20160922,5.887374345,7.779041919,,
20160923,7.62742213,84.46961513,,
20160924,6.818751325,29.99704275,,
20160925,6.248972086,6.899247373,,
20160926,8.346457108,7.532434962,,
20160927,7.266267206,6.801631134,,
20160928,6.918284072,9.121233862,,
20160929,7.363136696,5.81455437,,
20160930,6.357363628,7.131561042,,
20161001,7.315141937,12.73015948,,
20161002,9.516051596,10.59174548,,
20161003,104.5008627,9.611677256,,
20161004,11.05889946,166.8520639,,
20161005,11.51150643,13.61204238,,
20161006,10.97832847,11.86403211,,
20161007,9.705197619,13.149702,,
20161008,12.24880425,9.822907802,,
20161009,10.02310046,10.21935248,,
20161010,105.2692425,10.62372331,,
20161011,10.59700312,11.4319906,,
20161012,104.9335721,184.575542,,
20161013,143.1758476,12.74962834,,
20161014,12.29759216,10.70890595,,
20161015,101.5039946,10.12813323,,
20161016,12.01351789,10.86118171,,
20161017,13.70906612,11.15912313,,
20161018,11.37478131,13.36410172,,
20161019,10.9585409,10.79649153,,
20161020,13.82620522,121.6991872,,
20161021,12.06491575,12.75187776,,
20161022,220.039584,10.32422107,,
20161023,10.25603214,53.0414434,,
20161024,179.7396711,9.476570947,,
20161025,9.52750828,12.25560036,,
20161026,10.44393534,8.990978999,,
20161027,187.5353088,166.8593343,,
20161028,152.922608,11.32407952,,
20161029,12.31162619,12.45701102,,
20161030,8.915814915,10.34546734,,
20161031,11.00367763,10.45139953,,
20161101,12.60486828,10.41905046,,
20161102,12.67237423,11.71870327,,
20161103,11.53987958,104.7246579,,
20161104,11.52218719,12.10255183,,
20161105,12.39533571,11.66145387,,
20161106,10.79932554,13.224321,,
20161107,12.03873723,11.98442876,,
20161108,12.05766534,12.78894774,,
20161109,13.76268694,11.83371323,,
20161110,165.5289083,11.38754072,,
20161111,13.23123554,11.24587907,,
20161112,13.04668775,11.7910285,,
20161113,11.82979299,152.9035854,,
20161114,10.87760591,12.75996743,,
20161115,10.86471429,12.7423562,,
20161116,10.74390902,143.2197845,,
20161117,166.3219791,9.645191641,,
20161118,117.9104166,12.38684771,,
20161119,11.32204464,11.98369188,,
20161120,12.05122068,126.4329133,,
20161121,137.3808801,12.46415617,,
20161122,176.3027223,11.63266621,,
20161123,112.0389571,13.28429369,,
20161124,171.81113,12.03876067,,
20161125,132.387931,12.46649553,,
20161126,10.74800119,11.819117,,
20161127,11.91304855,14.05846486,,
20161128,12.47724699,11.37022914,,
20161129,121.6276565,9.77300048,,
20161130,10.81053952,12.40026585,,
20161201,10.24092305,9.390589061,,
20161202,10.78449302,8.859353594,,
20161203,10.72567523,11.40903322,,
20161204,108.7943304,75.34936783,,
20161205,9.19441951,10.22907288,,
20161206,10.64683138,10.24421646,,
20161207,10.32459414,11.4410182,,
20161208,9.641975257,9.574450948,,
20161209,11.36724784,9.37058324,,
20161210,10.02199601,9.658036238,,
20161211,9.306376939,9.825806195,,
20161212,9.159967125,10.35179843,,
20161213,9.906756126,10.07545063,,
20161214,9.175974888,10.73298166,,
20161215,110.4886192,110.1817405,,
20161216,10.97320154,10.39579428,,
20161217,9.820500029,11.97149115,,
20161218,11.58614666,9.567914908,,
20161219,10.91255662,8.992985201,,
20161220,10.88117743,10.05218835,,
20161221,10.39746754,9.211999614,,
20161222,110.0953787,9.948187853,,
20161223,10.28255285,10.66213655,,
20161224,8.897107157,9.671503884,,
20161225,11.10698555,9.254395059,,
20161226,10.04025908,9.708534672,,
20161227,11.70273924,8.762881829,,
20161228,10.21011767,9.851547826,,
20161229,9.898036813,10.56529477,,
20161230,9.404910699,104.8387379,,
20161231,9.258708283,92.04685498,,
