Date,Gas
20160512,4.872169358
20160513,6.336727024
20160514,3.551282552
20160515,6.706996978
20160516,7.709418889
20160517,41.00751669
20160518,3.528278809
20160519,5.852849598
20160520,7.686638036
20160521,6.592540049
20160522,23.01598386
20160523,4.432394411
20160524,4.438629296
20160525,29.69314679
20160526,7.970240817
20160527,6.926554521
20160528,4.729421053
20160529,6.717478337
20160530,6.681729554
20160531,27.16829621
20160601,7.876217711
20160602,12.97905571
20160603,9.204407356
20160604,7.806419103
20160605,8.736463408
20160606,7.7764913
20160607,8.212158792
20160608,13.74688569
20160609,8.895810694
20160610,10.02140448
20160611,11.2209206
20160612,9.774302841
20160613,64.64005569
20160614,9.691719987
20160615,9.464352066
20160616,11.32324997
20160617,8.815069413
20160618,10.52720163
20160619,9.349274887
20160620,11.98237063
20160621,8.385645567
20160622,9.321414538
20160623,9.436784648
20160624,76.28853335
20160625,60.78861932
20160626,9.236760052
20160627,10.22620464
20160628,10.26929786
20160629,11.10326066
20160630,11.90986607
20160701,4.100377107
20160702,2.778748045
20160703,4.840846781
20160704,10.18594159
20160705,2.039774457
20160706,1.710137726
20160707,5.095170668
20160708,5.307649101
20160709,3.308084787
20160710,5.341133998
20160711,5.000999207
20160712,5.497512489
20160713,3.931205944
20160714,3.937726232
20160715,4.335852913
20160716,4.035194829
20160717,19.71907711
20160718,3.657198719
20160719,4.404786031
20160720,3.957296577
20160721,4.3351366
20160722,5.036124601
20160723,5.774024566
20160724,2.810491291
20160725,4.251740609
20160726,4.163823028
20160727,4.045466168
20160728,4.85491925
20160729,5.950574566
20160730,3.567902239
20160731,4.536618762
20160801,5.106629673
20160802,6.891298046
20160803,4.711664974
20160804,13.72988446
20160805,4.45257524
20160806,4.970369996
20160807,4.232359412
20160808,4.11421682
20160809,3.881319115
20160810,4.784681903
20160811,5.53634134
20160812,4.310101943
20160813,4.658904418
20160814,5.40438038
20160815,2.915832804
20160816,4.640141577
20160817,5.713920663
20160818,5.679575133
20160819,4.463076079
20160820,37.88206053
20160821,2.07728685
20160822,5.695097377
20160823,4.278650292
20160824,3.373938252
20160825,5.726623797
20160826,4.835364788
20160827,5.224348861
20160828,3.474073697
20160829,7.366216244
20160830,4.97737164
20160831,3.458600426
20160901,7.574627213
20160902,6.693222685
20160903,7.445700798
20160904,56.94984261
20160905,8.034564251
20160906,6.055507176
20160907,6.838636986
20160908,7.278245379
20160909,7.008608959
20160910,7.526460629
20160911,50.76986355
20160912,5.437069569
20160913,8.141547245
20160914,6.277225112
20160915,7.066756737
20160916,7.063746404
20160917,8.327061148
20160918,6.498456537
20160919,7.926346053
20160920,7.072243556
20160921,5.30154768
20160922,7.361759886
20160923,6.612886856
20160924,5.983599522
20160925,7.851996367
20160926,7.650452977
20160927,5.982086622
20160928,6.152462225
20160929,7.77443814
20160930,7.65910894
20161001,13.20778281
20161002,10.54780126
20161003,12.59850702
20161004,11.7812356
20161005,10.31329625
20161006,96.65360866
20161007,96.11421424
20161008,12.95248788
20161009,9.441935303
20161010,13.29138189
20161011,11.52241091
20161012,12.14147926
20161013,10.02849369
20161014,13.263474
20161015,11.4984622
20161016,8.058971959
20161017,10.13338336
20161018,13.24567684
20161019,9.549025711
20161020,12.52262558
20161021,12.38383892
20161022,11.83645918
20161023,11.99795045
20161024,150.1748576
20161025,12.64889858
20161026,10.84800265
20161027,13.10155332
20161028,11.65918372
20161029,13.57368805
20161030,12.43893657
20161031,122.1753242
20161101,10.88373175
20161102,11.44278439
20161103,11.87556652
20161104,12.36459994
20161105,12.92473146
20161106,12.49979329
20161107,11.17921669
20161108,12.62989378
20161109,11.58916871
20161110,13.74748319
20161111,10.94667149
20161112,122.4007456
20161113,12.12816661
20161114,12.65261284
20161115,12.57042346
20161116,12.27628351
20161117,11.00055575
20161118,12.03940033
20161119,12.3297839
20161120,189.3427357
20161121,11.16631481
20161122,11.96154815
20161123,13.19854686
20161124,10.40025889
20161125,12.54294282
20161126,128.3193272
20161127,162.3440056
20161128,11.12086647
20161129,10.75323548
20161130,12.51170014
20161201,10.42934744
20161202,9.717055005
20161203,97.51690605
20161204,10.65178803
20161205,9.873376305
20161206,11.01321682
20161207,9.616403671
20161208,8.852444372
20161209,10.03374505
20161210,10.81284563
20161211,11.46214405
20161212,10.45122397
20161213,8.799625828
20161214,10.52916983
20161215,95.623606
20161216,9.628182482
20161217,9.190047296
20161218,9.58864098
20161219,10.38038015
20161220,8.692179536
20161221,9.584944095
20161222,8.374718329
20161223,132.404453
20161224,8.96145027
20161225,9.670752986
20161226,11.26986847
20161227,10.35939459
20161228,10.07381544
20161229,9.835495312
20161230,9.617651625
20161231,9.271099549
